reviewer_name,rating,title,review
jamfitz001,4,Doomed by a DEI Director Choice,"I am not sure what is so difficult to understand about the basics of Comic books.1. The Silver Age of the 1960s was the high point of the industry, with Marvel and DC both selling a fistful of characters that got 500K units per month.2. Those stories were aimed at young boys who liked Superheroes.When the comics moved into the 1970s...sales declined.I understand that Sony needs to produce a Marvel product so many years to hang to character rights it purchased when Marvel was down and busted in the 1990s. So that company has more or less pushed out product without the care for detail and story and consistency that we've seen from the MCU.So...here's a concept, let's take a 1980 Marvel character that was never overly popular and then hand it to SJ Clarkson, who never read a comic book in her life. She could care less about the underlying concepts or psychology driving Comic Book movies. This is about a lady who comes to term with her mom and then helps 3 girls because this some girl power story or something.I saw this with Wonder Woman director Patty Jenkins. Women are being given the opportunity to helm 'major pictures' ...go girls....but when you don't understand the Genre...you get Madame Web and durn mediocre Movie that seems like a Lifetime Movie of the week.This story lacks any real humor. It lacks any real emotional commitment between any of the characters. You got a great bunch of talent here and nobody says a damn thing worth remembering. Our heroine is just there. You've got a bunch of gorgeous women and you totally strip them of any sex appeal or charm and make them as generic as you can.SJ Clarkson has probably never seen any of the important movies in this genre in the last twenty years, which is why the action scenes come across like they are from a 1990s movie.When I consider the love, detail, care and obvious thrill of Favreau, Waititi the Russo Brothers, Gunn directing movies in a Genre that they loved and grew up with, and then you compare it to these female directors who are clueless about what Comic Books are about....the problem becomes obvious.These are big budget movies, and obviously equity and social justice in choosing who gets the helm them is a bad idea.I thought most of the actors in this movie are capable of giving you a great experience. This story, and this director just were Kryptonite for a Comic book movie."
romundo-43620,6,From a Non-Comic Book Nerd -I was entertained,"Maybe I got caught up in how things were going to develop with regards to the characters but I didn't find it as bad as a lot of the reviews on here. It's no masterpiece but it did keep me intrigued on how powers were going to develop...maybe if I knew anything about the comics I'd have an opinion like some of the reviewers on here. To me it felt like more of an M Night Shyamalan written superhero movie as opposed to a Marvel movie. I think a lot of people may have been expecting more of the three girls' web powers than what was presented so it was prob a big let down.The chemistry seemed pretty good amongst the main characters (I've only heard of Sweeney and Johnson -never watched their any of their films). That being said, I think it left for a kind of lack luster villain character -it was almost as if he was just a bad guy and not a true villainous antagonist. All in all, I wouldn't mind if there was a sequel to see where things go since this was more of the origin movie but based on the overall reviews it prob wont happen."
charger_jm,1,"sony needs to stop making ""superhero movies""",If you're into watching 4 girls run away from a boring villain then this is the movie for you. Its litterally all they do. Theres no fighting scenes what so ever.The writing and acting is some of the worst i have seen in my life and i have seen freddy gets fingered. This was a horrible movie to sit through.The only good thing i can say is they hired some very pretty girls. All cassie did all movie was hit ezekiel with a taxi and then hit him again with an ambulance. Very boring.Im no writer myself has you can probably see from my review but do trust me when i say do not spend a dime to see this. You will be very dissapointed.
emiliadebaritault,10,Great movie!,Great movie! I don't know what everyone's problem is with this movie. It had me on the edge of my seat. I would definitely recommend watching it. It has a great plot. I must have Madame Web part two. If you are interested in movies to do with seeing into the future I would definitely recommend. It is a great movie to try to understand what is reality. I love how I didn't know at times what she was actually seeing. It was based of the supernatural and makes you wonder what could be put there. I would definitely watch more movies like this. Such a great concept. Also amazing actors and actresses. The casting choice is top notch.
keirondarbyshire,6,Why the hate?,"Okay, this film isn't going to win any awards, but it isn't a one to four star film.There's plenty of films I've aborted because they were garbage & even some of them got a four star review because the production values or the acting were good though the story may have been weak.I feel that this film has been pooh-poohed by enough that everyone else jumps in the hatred bandwagon.It kind of reminds me of John Carter & The Ghosts of Mars. A cracking delight of a film, but it got undeserved hate.Would I watch this film again, probably. I wouldn't put it on because I thought ""oooo, I'd like to watch Madame Webb"", but if someone else was watching it, I'd sit & watch it also.A very deserved six out ten stars from me.It has its flaws, but it's not Morbius or Suicide Squad, that's for sure."
michaelkamotobw,3,THEY COULD HAVE DONE BETTER!!!,"This is one of the beautifully conceptualized worst movie you will ever watch in Hollywood, it's even hard to start explaining where it went wrong apart from just thinking how did they see it themselves and went like ""okay, this is complete, the audience will enjoy it.""I am fan of marvel movies and I will watch everything they serve, I even do so without looking at the reviews first because I want to get that first-touch experience, but gosh! This movie failed me so much that I actually got fascinated to come and check the reviews properly. The bad ones are those that think this movie is being hated for Sony or Marvel, they give it a high rate consolation. The worse ones are those that think it is hated under misogyny or any social engineered proclivity. Gosh, you are the ones guilty of leading people to lies. Something is bad because it is bad! This movie is good at being that bad!!!However, the concept is promising if given to the right script, acting, cinematography and audio."
richardwoodford-24415,4,"""Spiderman"" reversal","Dakota Johnson makes this watchable, barely.Your suspension of disbelief has to be very strong here:
Her Mom's 9 month pregnant journey into the Peruvian Jungle in 1973; an NSA agent is murdered for her security access code & NSA doesn't investigate OR change their security codes; three teen age girls are ""abducted"" in NYC after a bizarre attack by Aranas-man and it doesn't become a nation-wide search? A NYFD paramedic who can just take off for weeks whilst the subject of the aforementioned abduction. Driving around in a stolen taxi, with no plates in NYC/NJ and no one calls THAT in? Those are just a few of the dozen or so plot holes and weird tropes. The ""Uncle Ben"" line ""With great power comes great responsibility"" is turned on it's head here- but it is there just as Ms. Webb learns that she didn't get all the Spider powers- just ""spidey sense"" and apparently the ability to be in more than one place at the same time. The 3 teen girls are so unlikable & unlikely that you almost are pulling for the bad guy to just not be murdered. The ending has to be seen to be disbelieved. Pepsi paid a lot for this gem."
gabrielgallian,4,okay,"It's ok, not the best work from sony, i might get hate but i kind of enjoyed seeing madame webs powers, they were cool and interesting, just the pace and plot is kind of all over the place, the acting was difficult to watch, great actors but their lines and scripts were horrible, just wish they took more time to evolve the movie, i think it's better than morbius but not a good movie from sony, a movie that had way more potential, i think it takes a type of taste in movies to enjoy this, sÃ³ overall i think it is enjoyable (different from morbius) but it's not for most people. A mediocre but not overall horrible movie."
sbnseattle,2,I really wanted it to be good,"I don't know what happened here but this movie was awful. I wasted 26 dollars on a movie I literally put my head down on the table and said ""Why did I buy this?"" It was young women running for their lives and should left me holding on to the edge of my seat but I went to the bathroom instead without even pausing it. And....to top it all off, the end credits were set to the theme from ""You've Got Mail."" It was boring, poorly written, cheesy and just plain ridiculous at times. I just want to say to the writer and director....""Are you high on something?"" I gave it two stars but I was being really generous with those stars. Just saying....probably best to rent and not buy this one."
tdkhgnt,1,Poor Dakota Johnson,One bad role after another first fifthty shades of gray and now this I mean it's not just her but it literally the poor acting I mean the premise of the movie was very weird and the time travel made no sense too. Also her being able to see into the future randomly made no sense as well as them becoming super heroes as well like what do you mean they got powers at the almost ending of the movie. I love Sydney Sweeney especially her acting on euphoria but this was low even of her. The only good actress was emma Robert's with her probably 5 minutes of screen time with the budget of 80-100 million dollars they could have done better.
tfwcphmm,1,IMPRESSIVELY bad.,"This movie is a heroic masterclass in how NOT to make a movie. Plenty of other reviews have hounded the direction, story, and weak characters. But, just for starters, this was shot on the most technically advanced, industry-favored camera set up (the Arri Alexa Mini LF, Panavision lenses) and they SOMEHOW managed to bake an image that looked like a high school film club's midterm project. I mean, it's just astounding. The color choices are so bizarre, some shots were under exposed and then were ""recovered"" in post, producing a really sophomoric, noisy image. Everything that could have been bad about this was. That's the tip of the iceberg - I have never, in all my years working in the industry, seen ADR this bad. The main villain's voice was re-done in post production, they went with the most bizarre mixed accent, and almost none of his lines matched his mouth movements. His accent changes throughout the film, his delivery sounds like an anime character's. There is no way it wasn't on purpose. This has to be a failed promotional stunt, or a social experiment or something."
zacharylong-51203,7,Fun popcorn flick with flaws,"It wasn't a must-see, but it wasn't bad. There were some poorly written parts in it, primarily in terms of dialogue. All acting was pretty good for the most part except for the parts where the dialogue was poorly written. The actor for Ezekiel Sims wasn't too great unless he was part of the action scenes. The action, and the way it was filmed was pretty fun. The parts that were strong were pretty strong. I think that the primary issue is that it wasn't too ambitious and didn't expand as much as it should've in certain areas. I think, overall, that it was a rather fun watch. I've certainly seen worse films before (*cough* most mass-produced horror films *cough*).To echo other reviews: Saying it is the worst film ever is a gross overstatement, especially when the previous film in this cinematic universe was FAR worse. This film is receiving a lot of hate mostly because there is no Spider-Man in it. This has been the case with the last several films in the franchise: Venom, Venom: Let There Be Carnage, and Morbius. I do believe that as a standalone (which it is) the movie has its own merits, even though it feels constricted by it's hour-and-forty-minute runtime."
radcuban-89875,5,Meh,"You can tell throughout the movie that the cast chemistry wasn't really there, at least between Dakota Johnson and the others, which she admits herself thinking she was too old in comparison and had nothing in common. That itself makes the film take a big hit.As for the movie itself, I think it's bagged on more than it deserves to be, but it won't be the best film you see in any given point in time. The story is a little lackluster, but I was still entertained. People complain about Madame Web not being old, but don't realize this is a coming of age story on how she got her powers (in a Hollywood take). It sets up a sequel, or at least spin off movies with the other characters who appear in costume in a future setting. Sadly, the lack of success makes me believe that'll never come to light."
keepaamai,10,"Great movie that is different to the rest, not your typical hero movie.","I personally enjoyed this movie! Loved the story line, camera action work, casting/ the acting and the setting of the movie for sure from the forests to new york. It was exciting and different with some nostalgia moments set in 2004 ish. At times your kept wandering, but soon come to an understanding as the story progresses. I lived how their was interaction and some refences to the spiderman marvel universe, whilst also maintain its own story in this movie. Their was great action animation work also which helped explain the story.Some timeline moments in the movie was confusing at times, but I think the director done well in this movie to set up for a sequal I feel. I felt the music work could've been a lil better but it still done well to compliment the story. Hopefully all goes well for another movie to be made to tell this story that needs to be told ðŸ™ŒðŸ’¯"
boggysamy,7,Don't be influenced by others,"I used to go by other people's opinions online...but after watching the movie morbius i stopped looking at other people's opinions because they all said it was a very weak movie and i really liked the movie morbius, action by quality.The same can be said about madame web, for a relaxed Saturday in the cinema, the film grabs your attention if you know what it's about and watched the Spiderman cartoons from 1990, the movie has enough action and for the first time they introduced an evil Spider-Man who doesn't speak and kills for his own good. I guess it's interesting to see such a spiderman for the first time7/10."
jaxx-68100,5,CUTE AND BAD,"The storytelling in this movie is awful, but the four young ladies in the starring roles were fun and attractive. The story looked like something contrived by a twelve-year-old. I always feel sorry for actors in poorly thought-out stories; they can only work with what they are given. The bad storytelling is doubly disappointing when I think about the probability that I will not see these lead actors in a better made sequel. The bond that these four young ladies developed by the end of the movie was touching to see.Cassie: ""Yes. They're all mine.""There are many things about this origin-story I would have contrived differently or not at all, but the casting is a keeper. Story is king."
TheNuttyMoviegoer,4,A Mess of a Web,"Is this a 1 star movie, no. Is it a 10? Absolutely not. This film misses on a lot but not everything. The film needs a recast bad, the antagonist is just a miss, and lacks any type of chemistry with the other actors. The ADR work is horrific, often not syncing with mouths. Dakota probably wasn't the best pick but she worked hard with a bad script... ""Now you're showing off"". You get a feeling just from watching that the cast knew this script was poorly written. In many scenes it just felt like they were reading off a page and not having a conversation.The film tried its best to build a backstory but came up a little short. If this movie had 30ish more minutes for story telling that would have went a long way.TLDR: Madame web could have been a 8/10 movie with a recast, 30 extra minutes of story telling and a pretty serious rewrite of some lines. As always Adam Scott was a rock in this film."
slai_fi,1,Green Lantern Bad,I'm honestly shocked by how bad this movie is...........shocked.Horrible acting by literally every person in the film. So bad that it sounded like the movie was dubbed over.Boring story and terribly written.It blows my mind this passed through so many hands before being released and ended up so awful.By far the worst Sony/Marvel movie made to date.The vast majority is absolutely correct on this one and honestly a 3.9/10 is too high a rating for this film.Not sure how well it did in box office but doubtful we'll see anything more from these characters.It's on Netflix and I still paid way too much to see this..........paid with my time.
smokey-36472,7,It was a good start,"I hate when people base reviews on cast and not what the movie is. It was a good movie.SpoilersWhen it came to the visions she had, it was a little confusing on what was actual and what she saw. That could have used a little help but you catch on quickly. Then when it came to Ezekiel, he did need work on his character. He was so obsessed with his lack of things he had growing up that it was not a strong reason for his character to be evil. There could have been more detail in certain parts but it was not a complete loss for a movie. It does set up a good base for future movies and maybe it will be better for those who oppose it."
Gamer1995,9,Madame Web was great. Don't listen to the Marvel trolls.,"Don't listen to the Marvel trolls who crawled out of their mother's caves to write bad reviews.It's almost an episode of What If.What If Spiderman were a villain trying to kill the future women who would become Spiderwomen. And who he dreamed would be responsible for his death.Madame Web is the catalyst who saves these young girls. And who, oddly, can't be seen by the evil Spiderman in the dreams of his death. Madame Web supposedly wasn't supposed to come into the mix.Not only did it change this Spiderman's dreamed demise, it is later revealed why Madame Web isn't in his dream of his death: Madame Web was a terminally ill baby in the womb. Her mother looked for the spider in Peru to save her with its healing properties. This ""evil Spiderman"" was with her to protect her. Instead, he betrayed and killed her, then used the spider to become a Spiderman that is a complete opposite of Peter Parker.The future seeing visions Web has are confusing and drive her to the point of insanity until she starts to learn to control it. It's impossible to kill a seer in a fight, unless they choose death.The visions of the future are very well portrayed. The audience feels the same confusion she has. I haven't seen this since the movie Memento. The twists are pretty good and keep coming into the story. Its only weakness is a few scenes being melodramatic. The Evil Spiderman's dream of his death from the Spiderwomen is full of glaring and posing like a CW show.Luckily, that was not the norm throughout the movie. Web was a good fighter despite being physically outclassed. She would cause chaos to fight the Spiderman. At one point, setting a fireworks factory on fire so he would get by all of its shrapnel and, since she can see the future very well by this point, just dodges or blocks the debris. I also love the final ability of her power. It involves changing the future from 3 perspectives. She can be in 3 places at once. It made me think of the technical ways she could use this power. Like perhaps making her strength increase 3x by her 3 selves being focused at the same point. Possibly even 4x if you count her body where her 3 selves comes from.I loved this film. I don't know what these Marvel fans want. It has a great plot that just keeps going. My only grudge is we didn't get to see the 3 Spiderwomen manifest their powers. But, we do get to see Madame Web holding the spider in a vision. Which suggests she will give them spider power. And their powers were all pretty cool. We only get to see them in the dream.The beginning insinuates they were all in the same train, complete strangers, going to the same place. Supposedly, this place was where they would have been bitten by the spider. But, its never revealed where they were all going. The Evil Spiderman killed them in Web's vision and she saved them.The explanation for Web's power was cool. It's basically the spider sense, but way more potent. As if she did not receive the rest of Spiderman's power but it compensated by making her spider sense 10x more powerful. How do you kill a women who knows how and when it's coming? You don't. She kills you."
ashleighheaton-26131,6,It's really not that bad,"I heard on tiktok that this film was a mess, the worst superhero film ever, not enough action, things of the sort. I genuinely can't fathom what made people hate this film so much, there isn't anything in the film to be majorly offended by. I think there is an expectation for films to be world changing, perspective altering pieces of cinema and I really don't think that is necessary of every film. This was a fairly enjoyable film that I didn't have to figure out or take a deeper meaning from while watching and I was honestly thankful about that. In my opinion this film had the right amount of action while maintaining a story and honestly harked back to the original sony spider films that weren't trying to squeeze in ten million characters from the wider cinematic universe in. This film is genuinely not as bad as people are saying and I'm actually hoping that they make a second film as I would love to see where these characters go next. A part of me also wonders whether this film ""is the worst comic adaptation yet"" because it has a female centred cast, but that's just a thought. I at least enjoyed this film more the Quantumania."
drmaamsudan,7,Not that bad,"Dakota is good but she is not amazing. The movie production is great! The villain wasn't amazing but fine.There are some switches didn't go smoothly but generally it wasn't a bad experience.I looked to the worst movie I've seen recently (Black Adam) found it rated 6 and eh. That's why I'm giving 7 but really it should be 5 ish.Generally if there is another episode I'll go down to the cinema grab a combo and watch it!Do I recommend it? Yes I can and don't hate me if you didn't like it.It's not the amazing poor things or the breath taking Oppenheimer, it's Napoleon like disappointment."
lovelady-31574,9,Best from Marvel in a long time.,"I am a big fan of Dakota Johnson's so maybe I'm prejudiced but I loved this movie. I was emancipated as a teen and had a lot in common with the teenagers Madame Web shepherds in this beginning story. I loved her relationship with her mother and her self. This was so unexpected, as I expected another story where brawn and muscle and cool costumes always win.I hope there are more Madame Web stories to come out.The special effects were great and didn't get in the way of the story. I gave it a nine instead of a ten because the woods didn't look real enough to me. That's my excuse. I never read ten star reviews so I gave it nine. That's the reason."
lashadjackson,7,People are ridiculous: it's a solid film,"Let's just be honest. The reviews are coming in hot from dudes who just don't like women. The movie is solid. The story tracks and it connections are surprisingly smooth. I am not sold on the timeline and how it fits with Sony's spiderverse, but overall. It's not as bad as these people suggest.Cons:
I do have a problem with Dakota Johnson's flat range, but that's on brand for her. Nothing new. As high as the stakes were, she should have been more demanding on screen with added dimensions.Pros:
The villains motivations were rooted in fear and immorality. Simple. Nothing crazy or unobtainable.Very plausible.Adam Scott's portrayal of Uncle Ben Parker is cool. He's funny and young whippersnapper. I've never seen a younger version of the character.All-In-All:
Don't be that ""guy"" who's just hating because it's a women driven movie. It's solid. I recommend it for anyone who's willing to enter with a clear mind with no expectations."
unclemiaproductions,6,S.J deserves another crack at it.,"I tell anyone with ears that if a film has more than 2 writers, it's a recipe for confusion and tragedy. Too many opinions in the pre-production aspect of a film (including studio heads asking for changes) can become overwhelming and creatively stifle the team before the first day of filming even begins. I get it. Studios get in the way, especially for novice directors and writers.As usual, the recent fad is to trash movies that truly aren't that terrible.That being said, this film has it's merits.The score, editing, coloring (ha, yes) were all on point. I streamed it, so I wasn't pissed about the loss of any money.The script is a broken toy that still keeps moving. The lines are generic and gives NOTHING for the actors to find. Whatever happened to OBJECTIVE, TACTIC, NEED, DESIRE, THE HUMAN CONDITION, etc.. We have to be careful because we start losing the meaning of WHY we care with these superhero movies and it all goes out the window.The movie moves at a nice speed. The girls are talented but should've been teenagers (not Sydney dressed up to look like one), allowing us more empathy for Cassie as she (spoiler) ""adopts"" them as her own.Ezekiel is weak casting. Does he have followers or something?The team deserves a 2nd shot. Sequel? Eh. Possibly."
healingtoolbox,9,THIS IS NOT A BRO-MOVIE. Go see The Beekeeper.,"Madama WebTHIS IS NOT A BRO-MOVIE. It's NOT crass, profane, or ugly. If you want a good Bro-Movie, go see The Beekeeper.I address the deluge of negative reviews further below.I liked The Marvels (2024). It's a celebration of healthy girl power, the power of female friendship. Mr. Google says most pages for these search terms are overwhelmingly pre-Covid, pre Ukraine, pre-Gaza. Marvel celebrating girl power in a big way was rare and delightful to me.Madame Web is an ever rarer animal, a celebration of healthy WOMAN POWER, healthy feminine intuition; and, nurturant-protective parenting.Madame Web goes all the way to celebrating healthy psychotherapy, how it can lead to dissolving abandonment issues you thought you had with parents. I dare you to name even one other movie portraying this in a positive light.I hope and pray children growing up in 2024, have role models for these positive qualities.Not incidentally, the script is EXCELLENT, a writerly concoction which drew me in (even better if you avoid trailers for this film). The script is clearly the work of many talented hands on the difficult theme of seeing the future; and, then having the balls to change the future if you dislike what you see. The future-seeing power is introduced with both subtlety and conviction.Contrary to a negative professional review I heard before going, there is no deus ex machina contrivances. Character choices and outcomes all made sense to me (and I'm a writer).ABOUT THOSE NEGATIVE REVIEWS
Based on the negativity of professional reviews towards The Marvels, my guess was Madama Web would get the same treatment. I was not disappointed.How can we understand an outpouring of hostility towards a film dedicated to positive themes and archetypes? If you ask me, here's what I say. It's easy to give lip-service to a positive future for the 99% of people and especially to children. It's easy to say, ""We want nice things; and, we deserve nice things.""However in addition to our wishes for a positive future, there is another force who has authority to test our intentions and good wishes. We can call it the Tester. Some readers of this may now the fledgling discussion among film goes and critics about how the most positive and uplifting movies often attract the most negative reviews--especially from male reviewers. It's like a tug-of-war on the level of the collective choice we are making whether the physical-material future is a dystopia or Nature and child-friendly. Given this tug-of-war I invite you to think for yourself and support those films which even in small ways describe the kind of future you want for yourself and your kids."
john-4399,6,Curious level of unwarranted hatred for this film,"I don't understand why there is such venom hurled at this film. Is it just because there is some kind of malaise with Comic Book Hero / Marvel content at the moment? Sure, it is not the best of its type but it is certainly nowhere near as bad as many have suggested. In my book it is no worse than Morbius and not as banal as The Marvels. According to IMDb box office info, the movie grossed close on $100M (2024) and turned in a small profit - so enough people went to see it. This says to me that it is not as much a ""lemon"" as many would have us believe. While The Marvels was bigger budget, at time of writing, it has still not returned a profit. On the other hand, there is no doubt super hero films seem to be going through a lacklustre period. Having read many of the poor reviews before I saw it, I was expecting to hate it - but I didn't. The 2 hours passed quite painlessly for me and I was sufficiently engrossed to see it through to the conclusion. Dakota Johnson turned in a good performance with the material she had and the supporting cast were quite plausible. It is by no means the best super hero movie I have ever seen and I probably won't ever watch it again but it is not atrocious."
arlosmdina-22054,6,Not a Bang! Pow! Clunk! Superhero movie but a movie nonetheless.,"If you are fed-up with the robotic suit-like saturated visual effects SFX trippy backgrounds superhero movie, you're gonna have a good time here... It's slow pace and it's the very Lady-like (of all ages and backgrounds) of Spiderman! - it makes you believe that Spidermen are meant to be sidekicks.Dakota's character is so great (you're not my problem get-lost sort of attitude).Spoiler Alert!Best part 1: When on duty as a paramedic, she saved a relative of a little boy for which he drew a family picture to thank her. She looked at the young boy and said ""no thank you"" (😂😅😆).Best part 2: Latin Ancient Spider People Tree Tribes, in PERU!!!! (The costumes mama) Jungle couture!Best part 3: it gives you clear glimpses of what's coming on in the Spiderwomen Universe.Best part 4: Madam Web did not show Ancient Martial Art Skills, Super speed or Super strength, but you feel at the end of movie that If Madam Web is around, your ass is safe!"
gabethedinosaur,10,Madam web welcome to 2024,I've been waiting for a madam web movie for years and now it's finally here. Dakota Johnson was the perfect choice for madam web . Emma Robert's playing Peter Parker's mom was so incredible. The teens who will be the new spiderwoman in the spiderverse will travel to all spiderverses i hope they meet more spiders and join forces together and fight a new villain in the multiverse. Madam web she's the key to all the multiverse. She can see what's gonna happen in the next multiverse. I hope she has an appearance in tom hollands Spider-Man 4 and she tells him what he has done and what is gonna happen in the spiderverse.
masterlu-1,6,Movie with potential that missed its marks,"Madame Web had a lot of potential and the possible sequels even more potential (especially a ""stand alone"" sydney sweeney Spidergirl/woman spinoff). But the movie missed its marks. I would have preferred a speed up of the origin story to get to the blind chick future seer leading 3 hot young chicks with spider powers. It was kind of slow because they didnt punch the emotional scenes or foreshadow correctly. Falling off the bridge in the car should have been more courageous and tramautic. There should have been emphasis for her to see that the car WOULD fall if she got in and then more teeter totter warnings as she struggled to save the victim and more personal trauma as she realized she was not going to get out in time but pushing the victim out just in time. Also, when she discovered her mother sacrificed to save her in vitro, thereby realizing she should be grateful rather than lifelong resentful toward her mom, it came across as hollow or forced. Should have been more forshadowing or build up of her resentment beforehand. The action sequences were vague and undefined. It wasn't clear as to what the glowing ""webs"" reaching out to the three girls hanging precariously, were. While her power to predict falling debris is a good one, it needed to be done more actively visual, like she needed to move more conspicuously to maneuver her opponnent. Say, like several big dramatic near misses b4 the final big finish.All in all though, it wasn't a bad movie. It was mildly entertaining and could lead to future successes (altho this one looks to be a dud box office wise)."
d4wn0ff473,6,Missed opportunities but not terrible,"This is not as bad as people say. The people handing out 1 star reviews must have never seen the fantastic four movie from the mid 90s.The story is deliberately disjointed to give the audience a bit of a glimpse into what it feels like to be webb herself. It actually treats you with a little respect in regard to piecing things together, which is frankly more than can be said for the majority of superhero films out there.The character is drab compared to the depth of comic book character and johnson is a little too deadpan in scenes where we would expect more of a reaction.Overall the setup here is good for future movies, and it plays nicely into the Spiderman universe to set the character up for a broader use."
housermichael,8,The beautiful Dakota Johnson,"I have been a fan of Dakota Johnson since I saw her in ""The Social Network"" back in 2010. Since then I have liked her in films like ""Black Mass"", ""How to be Single"" and ""A Bigger Splash"". And of course she was great in ""Fifty Shades of Gray"" and it's sequels.Now she stars in the new superhero movie ""Madame Webb"" and I liked it a lot. Also starring Sidney Sweeney, Isabela Merced, and Celeste O'Connor as the three young women she meets and protects from danger. Also with Adam Scott and Emma Roberts.The story is about how Dakota Johnson's character, Cassie Webb, discovers her ability to see into the future.I found the movie to be very entertaining and enjoyable. It is well made with good editing and good cinematography from Maura Fiore who did ""Avatar"". A good time at the movies."
austingadsden,10,Reviews by Critics and Audience Alike Reveal How Lost We've Become,"Madame Web offers an original take on superhero movies that strays from the same tired recipe we've all seen a million times: shoot, punch, joke and punch some more. The female protagonists make you like them and care, and the origin story and superhero ability of Cassie is refreshingly different, with endless possibilities for the future. It seems that critics and audience alike are unable to see beyond their pre-conditioned prejudices of what a good superhero movie should be, and said prejudice limits their mental capacity and artistic imagination to perceive the power of the mind's potential over stupid's jet-lagged physicality. This is, ironically, the actual point of the plot and the downfall of the villain, whom reviewers so adamantly criticize as bland, not realizing they are one in the same. Open your mind. See the web. And if you can't see it, think more deeply before speaking, or at least ask somebody who hasn't been plucked from the masses."
bmasteller,10,Love this,"I love this movie. I've been waiting for this movie for a long time. I love Dakota Johnson, I think she does a wonderful job in this movie. The fact that she can see the future and hopefully change it is something the Marvel cinematic universe needs. I really hope they make a sequel to this. They have to let the story develop just like they did the other stories in the marvel universe . I don't understand why marvel would do that make a movie and then put everything into it and then not continue the storyline. You have to give it a chance. Please make the sequel to this movie. I would definitely go see it in the theater. Maybe they need to put some more into advertisement."
minisue,8,Great Movie!,"I really enjoyed this movie. I really hate critics! A move that receives a high rating sucks and a movie that receives a low rating is great! Don't listen to the critics, make up your own mind. This is not your typical Marvel movie and not part of the Spider-verse. Moviegoers were warned that it is a stand alone movie that tells the story of how Madame Web became to be. I enjoyed the comedy and partnership between Dakota and Adam. The protective nature that Dakota has for the girls really shows the beginning of her superhero nature. To protect three girls that she has never met because she saw they were going to be hurt, how is that not a superhero. Thank You for telling the story!"
beechenp,8,Ya'll being too harsh,"I had a fun time watching this in theaters. The characters were fun, the actors were fun...the dialogue was a bit cheesy. But, come on, it is a super hero movie it doesn't have to be ground breaking. I also want to see what happens next with the characters.Get a grip, people hating on it the morning it is released. Ya'll too much. Also why do I need so many characters now to write a review. I was excited to see Emma Robert's in it, I didn't know she would be. Do you think Ben was played by Adam Scott because of Parks of Recs? He's cool, I like him. Is that enough characters already geeze. Fun film, haters relax. Bye."
claybyderek,10,"Had a blast on this one, ignore the bad reviews","3/10 guys really? I've seen way worse movies with higher score. The hate this movie gets is just vile, really shows that it's truly targeted by male comic lovers.The plot is good, at the beginning it makes you feel like it isn't a supper hero movie. It's fun, the characters have good chemistry, Emma robberts it's on it, the only thing I'm a bit sad over was the fact that I wanted to see the three girls in their full powers era. I guess if people actually give it a try we might get to see it.In truth tired of all these bias reviews, in the 2000s we would kill for a movie this good. I really want to ask those 1* reviewers if they really haven't seen worse than this? Because clearly they are lying, I could give the eternals a low score but even 1* is low. I don't think I've seen a 1* movie ever.Also what is up with the Sony haters? Really you guys defending Disney Marvel? Like thor3, doctor strange 2 and all those Disney + shows didn't exist? Sorry but Sony is doing the only decent supper heroes movies right now.Give it try, especially if you want to watch something fun. I had a blast and so did the whole audience."
jmhjr7,8,"Entertaining, effects are well done, doesn't take itself too seriously","Aspects of this movie are rough around the edges: some voice overdubbing is noticeable, the script occasionally felt clunky, a few expositional scenes could have been condensed. But there were redeeming qualities: The soundtrack matched the early 2000s time period. The sound effects were loud and crisp. The visuals were impressive and didn't rely on milky CGI green-screen backgrounds that other movies in this genre cling to. As a movie-goer, will you leave the theater deeply moved by Madame Web, thirsting to watch it again tomorrow? Probably not. But I don't think you'll remember it as the ""worst movie ever made"" as some reviews have done. It reminded me of superhero movies like the Toby Maguire Spiderman films, before the idea of a branded cinematic universe. I think most people will see Madam Web later when it's released on streaming platforms and will be pleasantly surprised. Wow, the movie that got a terrible review from the majority of online critics is actually fun and easy to watch and I didn't need to watch a thousand prequels to get it!"
nikiteodorov,10,Great Spider-Man movie!!!,"The movie is juste great for Spider-man fans. There is enough Easter eggs from the Spidey's lore. I don't get the negative reviews. I'm wondering if the people even know who is Madame Web and what are her abilities... It's good origin story with some original elements. Hope she and the spider girls appear in the future projects. Love it!!! All actors are really great and the 2000s vibe is amazing. There is enough references that can be used as origins story, also for some of the Spider-man movies. Hope they build even more the Spidey's universe with this characters. Can't wait to see what Marvel and Sony are preparing for the future!"
